,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,description_missing,location_unknown,language_missing,description_length,description_word_count,description_mention_count,description_hashtag_count,description_digit_count,description_exclamation_count,screen_name_length,screen_name_digit_count,screen_name_underscore_count,true_label,screen_name,twitter_id
15118,1,0,787,50,0,0,115,0,0.045,2553,0,1,0,69,9,0,0,2,0,6,0,1,bot,ode_hk,1692770388
31922,0,0,1520,125560,774,0,16030,1,4.981,3218,0,0,0,102,11,3,1,0,0,11,0,1,bot,Huda_Yassin,399730544
17520,0,0,2013,334857,240,1,354661,1,99.708,3557,0,0,0,146,24,0,0,17,0,11,0,0,bot,ABCCardinal,218488955
33569,0,0,2882,2069,2107,1,4775,0,2.403,1987,0,0,0,104,15,2,0,0,0,7,0,0,human,ArefaMD,3087504287
30117,0,0,87713,407,1475,1,14728,0,3.513,4192,0,0,0,15,3,0,0,0,0,14,4,0,human,Bobbielynn2120,21968321
2548,0,0,4159,1577,1352,1,7779,0,2.175,3577,0,1,0,54,10,0,0,1,0,11,0,0,human,paidlikeben,211386032
13606,0,0,225,24,0,0,447,0,0.117,3813,1,1,1,0,0,0,0,0,0,8,4,0,human,niki0313,122255115
16693,1,0,96,0,0,0,147,0,0.133,1109,0,1,0,48,8,0,0,0,0,14,3,0,human,ykrtvwzqjtk800,894110609335341056
37291,1,1,0,764,688,0,400220,0,118.373,3381,0,1,0,10,1,0,0,0,0,6,4,0,bot,2l00l5,300415996
12323,1,0,189,12,0,0,279,0,0.088,3181,0,0,0,70,12,0,0,0,3,10,0,0,bot,janahminks,427381453
1361,0,0,2886,5064261,107,1,20137,1,5.103,3946,0,0,0,68,10,0,0,0,1,15,0,0,human,realpreityzinta,86254626
222,0,0,9620,226230,1500,1,27336,1,6.271,4359,0,0,0,148,17,1,1,0,1,6,0,0,human,Luvvie,16254381
11276,0,0,3104,303,2252,1,663,0,0.536,1237,0,0,0,104,13,0,0,0,0,12,0,0,human,donrodgersnj,847489457427161089
28738,0,0,1524,1088,1427,0,6215,0,1.316,4723,0,0,0,159,13,0,0,0,0,13,0,1,human,david_alecock,8851832
33465,0,0,13384,3406,1404,1,7471,0,2.732,2735,0,0,0,147,21,2,0,0,0,13,1,0,human,robinhuebner1,1205571876
20305,0,0,56864,504642,339,0,13971,1,3.64,3838,0,1,0,113,17,0,0,0,0,8,0,0,human,langleav,114174919
4244,0,0,2132,27,185,1,3785,0,0.904,4187,1,0,1,0,0,0,0,0,0,8,2,0,bot,mandaw29,22574354
5671,0,0,2524,666,2159,1,7704,0,1.851,4162,0,0,0,52,7,0,0,0,0,9,0,0,bot,ydeasdemi,27041270
16502,0,0,4314,9801,2586,0,11848,0,2.991,3961,0,0,0,165,18,2,5,0,0,8,0,0,human,KBruning,82429339
30109,1,0,127178,3549,811,0,8896,0,8.161,1090,0,0,0,60,12,0,0,0,0,12,0,1,human,Antonioreed_,900848138419830784
29055,0,0,1093,402,322,1,596,0,0.208,2870,0,0,0,120,24,0,0,18,1,13,0,0,human,putasdelfuego,870783302
21517,0,0,419,230,305,0,37,0,0.022,1667,0,0,0,42,7,0,0,0,0,12,0,0,bot,jakeyeverson,4813114536
4821,0,0,1036,212,0,1,2897,0,0.871,3327,0,0,0,7,1,0,0,0,0,13,0,0,human,rajanihraisya,333219284
13941,0,0,2245,28,0,0,3271,0,0.79,4138,0,0,0,143,23,0,0,0,1,8,0,0,bot,quarteto,33652806
36675,1,0,550,21,64,0,766,0,0.192,3996,1,1,1,0,0,0,0,0,0,5,0,0,bot,jabsn,72870383
2416,0,0,2279,7,41,0,3229,0,1.051,3073,0,1,0,7,1,0,0,0,0,9,3,0,bot,yehong111,531906994
15828,1,0,11409,1184,711,1,5444,0,2.463,2210,0,1,0,10,3,0,0,0,0,9,0,0,human,raqchbrat,2696262463
14919,0,0,7699,412,243,1,5912,0,1.591,3715,0,1,0,32,7,0,0,5,0,14,0,0,human,victorwilllian,156867378
634,1,0,14,4,0,0,113,0,0.098,1155,0,1,0,89,15,0,0,2,0,15,3,0,bot,nuotloxharwf151,877428455352217600
24190,1,0,1208,9,3,0,1780,0,0.653,2727,1,1,1,0,0,0,0,0,0,12,0,0,bot,jphillipsarc,1229624773
32828,0,0,10090,1508669,3620,0,361997,1,87.523,4136,0,0,0,158,29,0,3,6,0,7,1,0,bot,Europe1,34570323
33611,0,0,1127,27729,258,1,64408,1,15.868,4059,0,0,0,63,6,0,0,0,0,15,0,1,human,Hayden_Williams,55022800
1581,1,0,71,20,87,0,71,0,0.067,1053,1,0,1,0,0,0,0,0,0,14,0,0,bot,KaReYLuVsLeeLa,914301806045515777
27196,0,0,3474,420,414,1,6336,0,1.933,3277,0,0,0,23,2,0,0,2,0,12,0,1,bot,jacob_dallen,364570676
28620,0,0,4355,89,52,0,4919,0,1.785,2755,0,0,0,95,18,0,0,2,0,8,0,0,human,dokeshii,1140264577
17788,0,0,12859,145,213,1,5575,0,2.298,2426,0,0,0,71,15,0,1,0,0,8,0,0,human,Jaminals,2265049248
30778,1,0,101214,8079,6298,1,102859,0,104.744,982,0,0,0,135,21,1,1,2,0,12,0,0,human,GunMetalDrip,940138174541688832
36581,0,0,103766,496,1074,1,22420,0,5.857,3828,1,0,1,0,0,0,0,0,0,11,0,2,human,_danvargas_,117171946
26753,0,0,4923,626,1638,0,3534,0,1.535,2302,0,0,0,121,18,0,0,0,2,13,2,0,bot,williammari79,2519129044
5461,1,0,2136,187,488,0,3443,0,2.69,1280,1,1,1,0,0,0,0,0,0,10,0,0,bot,lorellacan,831961066313773058
1860,0,0,924,7,0,0,866,0,0.378,2290,0,0,0,144,20,0,0,0,0,9,0,0,bot,tjaklhcei,2491575438
35898,0,0,2428,237976,888,1,32341,1,8.223,3933,0,0,0,44,2,0,0,1,0,8,0,0,human,Eguchinn,89380077
2850,0,0,3267,990546,1106,0,311,1,0.086,3628,0,0,0,20,3,0,0,0,0,10,0,0,human,joeyBADASS,190074321
13611,1,0,0,9,9,0,28,0,0.008,3321,1,1,1,0,0,0,0,0,0,15,0,0,human,Scarmigliohnoes,336951091
14645,1,0,0,70,0,0,3473,0,3.343,1039,0,0,0,140,18,1,0,0,0,15,0,0,bot,JeffGoldblumbot,919407758134448128
8152,0,0,2254,251,642,0,9074,0,2.772,3274,0,0,0,116,21,0,0,0,0,10,0,0,bot,SjSandover,366010436
8683,0,0,85076,3517,2934,1,47181,0,25.938,1819,0,0,0,106,17,0,4,2,0,14,2,1,human,SF_Gamerbabe11,3354455772
7890,0,0,1005,4244146,309,0,1688,1,0.659,2561,0,0,0,107,9,0,1,0,0,11,0,1,human,esmuellert_,1670174994
19134,1,0,2272,515647,501,0,36205,1,8.18,4426,0,0,0,100,11,0,1,0,0,11,0,0,human,juneAmbrose,15338492
35889,0,0,38,649,73,0,13560,0,4.717,2875,0,0,0,158,25,0,3,1,5,10,0,1,bot,BITWETH_HQ,861918355
9876,0,0,1839,106,76,1,3095,0,0.899,3443,0,1,0,23,4,0,0,0,2,8,4,0,human,tefy1990,267456500
30091,0,0,66205,125944,549,1,43699,1,11.548,3784,0,0,0,154,25,1,2,5,1,15,0,0,human,mysilentbravery,131282204
18245,0,0,94,17465483,720,0,4107,1,1.101,3730,0,0,0,127,18,3,0,0,0,11,0,0,human,SergioRamos,151123001
9095,1,0,665,8,0,0,1056,0,0.431,2448,1,1,1,0,0,0,0,0,0,13,0,0,bot,RaptureAndrew,2210200145
25191,0,0,11683,424,94,1,12891,0,5.514,2338,0,0,0,143,18,0,0,0,0,13,0,0,human,AllAboutAlish,2411376872
10028,1,0,111,0,0,0,254,0,0.199,1276,0,1,0,128,22,0,0,0,0,15,2,0,human,catarinachase81,833418657422270464
4968,1,0,2594,24148,249,1,4571,0,1.433,3190,0,0,1,28,1,1,0,0,0,12,0,0,human,AlessiaReato,420252090
26587,0,0,1478,297,76,1,2063,0,0.858,2405,0,1,0,18,4,0,0,0,0,11,0,1,human,Burek_Sarah,2297091894
28006,0,0,978,88,80,1,1886,0,0.463,4071,1,0,1,0,0,0,0,0,0,13,0,0,human,MemoCervantes,51314136
2895,1,0,1555,10,6,1,2638,0,0.803,3285,1,1,1,0,0,0,0,0,0,12,0,0,human,Goodlitecafe,359419702
7447,0,0,0,31,1,0,5027,0,4.104,1225,0,0,0,70,11,1,0,0,4,13,0,0,bot,spaceoverlord,852039978569801729
34285,1,0,4815,58,277,1,1931,0,0.462,4181,0,0,0,99,18,0,0,0,0,11,0,0,human,lizzybarack,23308125
11038,1,0,346,0,21,0,346,0,0.245,1411,0,0,0,101,18,0,0,0,0,14,2,0,bot,valentin1x6leb,784381989885542400
25351,0,0,0,182,2,0,77879,0,47.779,1630,0,1,0,140,21,1,1,0,0,14,0,1,bot,_numberstation,705120073032269824
5816,1,0,22208,3396478,97,1,20594,1,9.579,2150,0,0,0,113,17,1,0,0,0,10,0,0,human,miakhalifa,2835653131
30692,1,0,751,481255,880,0,30298,1,8.043,3767,0,1,0,107,6,0,0,4,0,9,4,0,human,akira5423,137577752
9667,0,0,1900,91739,2904,1,132363,0,29.226,4529,0,0,0,90,10,2,0,0,0,7,0,0,bot,aleshru,14223809
32259,0,0,3827,109,209,1,977,0,0.306,3194,1,1,1,0,0,0,0,0,0,14,0,0,human,ThreadandClaws,417296569
15685,1,0,19084,228,222,1,12038,0,4.905,2454,0,0,0,22,3,0,0,0,0,8,2,1,bot,og_gfb21,2201333669
7940,1,0,114,3,0,0,18,0,0.007,2769,0,1,0,41,5,0,0,0,0,15,1,0,bot,muammertatekin1,1102371487
454,1,0,997,10,88,0,1447,0,0.43,3364,1,1,1,0,0,0,0,0,0,11,4,0,bot,tburrus1932,310643621
3270,0,0,794,607958,4926,0,36580,1,8.485,4311,0,0,0,134,21,1,0,2,0,7,0,0,human,krishgm,17062358
30972,0,0,942,3842,3198,1,19031,0,4.899,3885,0,0,0,75,14,0,0,0,1,12,0,0,human,ChicagoWindz,100355220
36508,1,0,18809,255,524,0,19687,0,15.132,1301,0,0,0,61,15,0,3,2,0,12,0,0,human,TainoAnomaly,824360473327906817
19609,0,0,201,1013589,143,0,1034,1,0.287,3607,0,0,0,75,11,0,0,0,0,12,0,1,human,Javi_Pastore,198318121
22766,1,0,29,0,0,0,271,0,0.235,1155,1,1,1,0,0,0,0,0,0,12,3,0,bot,ueomvzvyc534,877410695645511680
15573,0,0,27,29,655,0,158,0,0.047,3340,0,1,0,30,7,0,0,0,0,10,0,0,human,AlienZykes,324906155
19209,0,0,7276,629,791,1,4253,0,1.171,3633,0,0,0,160,22,2,0,7,1,15,0,0,human,TheRealCharnick,188091891
22212,1,0,2075,40,0,0,3017,0,0.723,4171,0,1,0,67,10,0,0,2,0,9,2,0,bot,grneyes13,25059361
36122,0,0,443,2298344,205,1,7918,1,1.918,4128,0,0,0,98,14,0,0,7,0,4,0,0,human,reba,36690579
35642,1,0,8093,79,31,1,4898,0,1.977,2478,0,1,0,40,5,0,0,0,0,13,0,1,human,richard_louie,2177093070
30101,1,0,8771,314,318,0,4610,0,1.655,2785,1,1,1,0,0,0,0,0,0,10,4,0,human,Jeanne9912,1056650594
33535,0,0,715,2950,166,1,1602,1,0.461,3476,0,0,0,73,10,0,0,2,0,8,0,0,human,CyrilCNN,250581747
14572,0,0,3052,707,714,1,10262,0,3.942,2603,0,0,0,16,4,0,0,0,0,10,0,1,human,Amin_Duper,1566151250
2435,0,0,39909,2392922,723,0,5544,1,1.322,4193,0,0,0,102,13,2,0,2,1,13,0,0,human,TheMandyMoore,21774892
32942,0,0,849,326,471,0,5092,0,1.607,3169,0,0,0,127,19,0,0,0,0,15,1,0,human,PatriziaPelleg2,437486455
19871,0,0,2575,6,0,0,3432,0,0.934,3675,1,0,1,0,0,0,0,0,0,9,4,0,bot,Jenny1194,171843394
26910,1,0,44271,1573920,2307,1,3847,1,1.093,3519,0,0,0,128,12,0,0,8,0,7,0,0,human,BRKsEDU,232447988
3624,1,0,30585,313,933,0,27397,0,13.563,2020,0,1,0,119,17,0,1,0,0,10,0,0,human,loreleiohs,3022021546
25038,0,0,1783,113,0,0,152,0,0.048,3162,1,1,1,0,0,0,0,0,0,9,0,0,bot,gokselium,443985064
27968,1,0,9386,208,184,0,4718,0,2.044,2308,0,0,0,4,1,0,0,0,0,6,3,0,human,vuq132,2462252232
19486,0,0,7,73,860,0,5881,0,1.422,4137,0,0,0,57,10,0,0,2,2,14,2,1,human,chloe_louise13,34215161
11487,1,0,2135,26,0,0,3841,0,1.089,3528,0,1,0,25,3,0,0,12,0,14,0,0,bot,greenestxthumb,229194674
23343,0,0,290,966,775,1,3637,0,0.963,3776,0,0,0,74,8,0,0,0,0,7,0,0,human,TogoRun,134119190
21155,1,0,997,48,109,0,120,0,0.032,3725,0,1,0,49,7,0,0,0,0,11,0,0,human,CoachHobson,153240404
12797,0,0,3343,21679,782,0,9241,1,1.959,4716,0,0,0,73,11,1,0,0,0,9,0,0,human,bekathwia,9003112
21207,0,0,1156,45,50,0,1782,0,0.536,3325,1,0,1,0,0,0,0,0,0,12,0,0,bot,MatchQchacha,334120162
17393,1,0,203,28,252,0,47,0,0.016,2927,0,1,0,49,6,0,0,3,0,15,8,0,bot,Antonio60241394,756931916
16151,1,0,1,10,12,0,239,0,0.074,3238,1,1,1,0,0,0,0,0,0,10,0,0,bot,PDiamantis,387038254
5417,0,0,30820,158,1235,0,11043,0,2.702,4087,0,1,0,146,28,0,0,0,0,10,0,1,human,Gina_Zappa,46175790
12934,0,0,2734,5871,1747,0,6434,1,2.566,2507,0,0,0,145,15,2,0,0,0,11,0,0,human,AliyyaSwaby,1945724101
25075,0,0,1643,7527,206,1,6014,1,1.398,4303,0,0,0,150,23,0,1,0,0,11,0,1,human,UM_Dearborn,17214825
6258,0,0,3305,897939,1467,1,7475,1,1.866,4006,0,1,0,19,3,0,0,0,0,12,0,0,human,IsraelNovaes,70299078
16241,1,0,804,1369598,546,0,1577,1,0.464,3397,0,1,0,51,6,0,0,1,0,15,0,0,human,benjavicunamori,291356337
33805,1,0,146,0,0,0,33,0,0.013,2581,0,0,0,43,6,0,0,1,0,13,3,0,bot,Deepakumar008,1622645312
25706,1,0,15,0,0,0,118,0,0.102,1156,1,1,1,0,0,0,0,0,0,15,4,0,bot,xusjndgafys2896,877087451461730304
33001,0,0,765,782877,724,0,27139,1,6.547,4145,0,0,0,132,21,0,0,0,0,11,0,0,human,niveasoares,30901512
128,1,1,34,0,0,0,37,0,0.011,3425,1,1,1,0,0,0,0,0,0,11,0,0,bot,Preggoluffa,276562720
15321,1,0,17372,391584,1493,1,23396,1,6.504,3597,0,1,0,49,6,0,0,0,0,13,0,0,human,FerzanOzpetek,202220952
524,1,0,0,772,1106,0,72034,0,24.189,2978,0,1,0,19,4,0,0,0,0,8,0,0,bot,bozotboy,616303909
16960,1,0,10,190594,1107,0,10567,1,2.69,3928,0,0,0,122,20,0,1,0,1,13,0,0,human,RodneyJerkins,90558751
5225,0,0,4403,1260,1008,1,6216,0,1.883,3301,0,0,0,132,20,3,0,4,0,15,0,0,human,LiberalStallion,349212943
3159,1,0,80,0,0,0,124,0,0.112,1108,0,1,0,13,2,0,0,0,0,15,2,0,human,qsircsdeqwefc91,894370166791839745
20936,0,0,1622,92,234,0,2288,0,0.561,4080,0,0,0,93,16,0,0,0,0,8,0,0,human,riffyroo,48119137
6597,1,0,3,4343682,12,0,2983,1,0.791,3769,0,0,0,10,1,0,0,0,0,11,4,0,human,special1004,136885994
32383,1,0,2299,45,0,0,3095,0,1.769,1750,0,1,0,4,1,1,0,0,0,15,0,0,bot,chitekinahentai,4113527893
5749,0,0,1567,9,0,0,2048,0,0.64,3199,1,0,1,0,0,0,0,0,0,15,0,1,bot,nanni_hernandez,413704238
19870,0,0,6,7,23,0,15,0,0.021,701,0,1,0,66,9,0,0,0,0,14,0,0,human,AbigailStemper,1041770114306269194
35571,0,0,1020,2549028,238,0,942,1,0.276,3407,0,1,0,71,11,0,0,0,0,7,2,1,human,Elmo_27,285723504
4779,1,0,28057,417313,2237,1,79746,1,23.855,3343,0,0,0,160,15,1,0,3,0,10,0,0,human,AsadKharal,323257462
18974,0,0,2412,164,276,1,3950,0,1.256,3146,1,0,1,0,0,0,0,0,0,11,2,0,bot,zataamani00,457574508
31906,1,0,2,1,6,0,1,0,0.002,640,0,0,0,61,8,0,0,1,0,12,2,0,bot,Life2Health1,1063998383805931521
31128,0,0,19973,2313092,342,0,5720,1,2.087,2741,0,0,0,77,9,1,0,0,0,6,0,0,human,Angham,1183273422
15224,0,0,70009,2416,1263,1,116010,0,31.792,3649,0,0,0,69,3,0,0,2,0,9,3,0,human,160heibei,181510940
36119,0,0,80703,175,891,0,6052,0,4.574,1323,0,1,0,73,11,1,1,18,0,6,1,0,human,Timm8o,816349509747875840
10454,0,0,6957,839,771,0,17387,0,5.296,3283,0,0,0,27,6,0,0,0,0,13,0,0,human,BrecreationMD,360783926
4950,1,0,5837,625,3259,1,1417,0,0.315,4503,0,1,0,65,10,0,0,12,0,7,0,0,human,akhilkc,14453060
15889,0,0,1186,39,181,1,1701,0,0.43,3957,0,0,0,5,1,0,0,0,0,5,2,0,bot,mrt41,83473676
5818,1,0,552,132,134,1,2066,0,0.97,2130,0,1,0,159,29,0,0,0,0,12,2,0,human,davideberg68,2864751126
33647,0,0,7726,438777,823,1,21836,0,5.408,4038,0,0,0,146,24,0,0,0,0,12,0,0,human,AlfaguaraMex,61314535
18559,1,0,85618,16335,1798,0,29139,1,9.382,3106,0,0,0,120,19,0,0,4,0,11,0,0,human,VaunWilmott,494271814
27014,0,0,8550,169574,2332,1,54289,1,12.083,4493,0,0,0,149,20,1,0,4,0,8,0,0,bot,hackaday,14607140
27402,1,0,6442,368,423,0,3931,0,3.108,1265,0,0,0,115,21,0,0,0,0,11,0,1,human,iam_brittle,837507402027040768
24440,1,0,130,0,0,0,189,0,0.172,1099,0,1,0,40,6,0,0,0,0,15,3,0,human,nhslqxstzxcd151,897454528596979712
5271,1,0,398,27,0,0,58,0,0.024,2404,0,1,0,68,8,0,0,0,0,15,0,1,bot,GamesDetonados_,2298516146
31201,0,1,350,23,523,0,1790,0,0.723,2475,0,1,0,12,1,0,0,0,0,12,0,0,bot,kirederffred,2183091188
5631,0,0,66987,751981,1040,1,23166,1,5.194,4460,0,0,0,95,17,0,0,0,0,9,0,0,human,JamesGunn,14982315
14455,1,0,526,187,677,1,122,0,0.033,3655,0,1,0,47,7,0,0,0,0,7,0,0,human,brockah,179146343
1258,1,0,15,0,0,0,117,0,0.095,1233,0,0,0,56,9,0,0,0,0,15,2,0,bot,Hs6bOmOtblgp9Dt,849154677061103616
1417,0,0,28705,10374,1330,1,24345,1,5.647,4311,0,0,0,157,14,7,0,0,0,15,0,0,human,christinaderosa,17049057
37067,1,0,0,7,1,0,5232,0,6.141,852,0,1,0,97,12,1,1,2,0,14,0,0,bot,InstallingJava,987218775303835648
11430,0,0,1325,2974179,352,0,2750,1,0.855,3217,0,1,0,44,6,0,0,0,0,15,0,0,human,soundaryaarajni,400636503
18062,1,0,2393,68,154,1,3456,0,2.1,1646,0,0,0,67,10,1,0,5,0,7,1,0,human,OkiAli1,4916375367
9631,0,0,12702,2476,2256,1,3301,0,1.717,1923,0,0,0,155,14,8,0,0,0,9,0,0,human,drfolamay,3196127461
16762,0,0,4793,847,405,0,31640,0,9.55,3313,0,0,0,19,2,0,0,0,0,13,0,0,human,TayShropshire,341691332
35802,1,0,2252,1116,1823,0,1147,0,0.965,1188,0,0,0,157,20,0,6,2,0,13,0,0,human,klorrainecook,865396341597327360
11245,1,0,385,4689,282,1,3711,1,1.094,3393,0,0,0,126,19,0,0,0,0,13,1,0,human,MarcChampion1,293942732
17179,1,0,104811,3980,3195,1,65655,0,31.116,2110,0,0,0,33,4,1,0,0,0,12,0,0,human,baleadalover,2868500374
17955,0,0,2169,61534,1125,1,20017,1,4.563,4387,0,0,0,105,13,0,0,0,0,3,0,0,human,UAW,15854702
34247,0,0,2125,10,0,1,2819,0,0.946,2979,0,1,0,15,3,0,0,0,0,12,0,0,bot,myunnameddog,615753342
21864,0,0,1917,7110384,251,1,5484,1,1.459,3760,0,0,0,49,6,0,0,0,0,14,2,0,human,ABdeVilliers17,139876086
27560,0,0,31376,1538,805,1,21129,0,8.537,2475,0,0,0,128,21,0,3,2,2,15,4,0,human,ZombieQueen0518,2182541744
27794,1,0,1332,7,34,0,1333,0,0.922,1446,0,1,0,117,18,0,0,0,0,13,1,0,bot,braginamagna2,771860186210467840
20664,1,0,2787,45,222,1,3408,0,0.953,3576,1,1,1,0,0,0,0,0,0,10,2,2,bot,J_SWIZZ_25,211694994
3591,0,0,15,15,0,0,110,0,0.035,3154,0,0,0,105,20,0,0,0,0,9,1,0,human,1Jujunior,450912964
20898,0,0,2641,24,0,0,4408,0,1.211,3639,0,1,0,46,1,0,0,1,0,7,0,1,bot,yuyu_kb,185744448
36340,1,0,449,31,0,0,76,0,0.024,3124,0,0,0,38,5,0,0,1,0,10,0,0,bot,marsherman,478142461
29087,0,0,1224,564,575,0,14676,0,5.068,2896,0,0,0,159,25,0,2,0,0,8,0,1,human,drdrea_x,822549026
7232,0,0,218,28,0,0,590,0,0.181,3251,0,0,0,18,3,0,0,0,1,11,0,0,human,ChaunWilson,379373253
27182,0,0,2489,493,433,1,43380,0,12.448,3485,0,0,0,98,9,0,0,0,0,13,0,0,bot,YajaCabarcasG,246343634
33234,0,0,23398,1604,1566,1,42194,0,10.674,3953,0,0,0,160,20,0,0,1,2,13,0,0,human,ColetteWeston,84380403
18573,0,0,15560,1880553,3721,1,9555,1,2.296,4162,0,0,0,33,7,0,1,0,0,9,0,0,human,BebeRexha,27131277
32898,0,0,124,25,0,0,166,0,0.072,2303,0,0,0,32,4,0,0,0,0,13,0,0,bot,PeluqueriasLD,2469626431
22120,1,0,897,5,88,0,1345,0,0.987,1363,1,1,1,0,0,0,0,0,0,10,0,0,bot,massieagle,801843902252777472
7828,1,0,230,103,41,0,208,0,0.129,1609,0,0,0,124,20,0,0,0,1,15,0,0,human,HovercatApparel,712695578417696768
8584,1,0,63,0,0,0,139,0,0.096,1444,0,1,0,39,7,0,0,0,0,12,4,0,human,Olivarez1068,772427048258265088
125,0,0,2175,6154982,334,1,39887,1,9.9,4029,0,1,0,19,5,0,0,0,0,8,0,0,human,mainedcm,63701775
26283,0,0,40806,84,572,1,493,0,0.213,2312,0,0,0,47,7,0,0,0,0,8,0,0,human,ohheyfox,2455686793
8815,0,0,13672,564,558,1,14269,0,3.447,4140,0,0,0,81,13,0,1,0,0,9,3,0,human,LuigiM227,33092253
20919,1,0,164071,386,555,0,26661,0,6.692,3984,0,0,0,157,16,0,3,4,0,8,0,0,human,ckblackm,76168385
30502,1,0,128,0,0,0,233,0,0.161,1445,0,1,0,13,1,0,0,0,0,15,2,0,human,gertieoconnor51,772106815261839361
29685,1,1,29,4,0,0,541,0,0.15,3596,1,1,1,0,0,0,0,0,0,14,1,0,human,dominatorking1,202582566
6313,0,0,27906,478,881,0,17442,0,7.752,2250,0,0,0,50,10,0,0,0,0,12,0,2,human,_MariahBoss_,2629611357
19916,1,0,1170,252,1601,0,793,0,0.234,3392,0,0,0,76,4,0,0,0,0,15,0,0,human,SuperAgentHicks,294264961
25681,1,0,1324,68,55,0,2276,0,0.58,3927,1,0,1,0,0,0,0,0,0,10,0,0,human,fatfatfish,90619552
12917,0,0,130,206586,2687,0,17144,1,4.908,3493,1,0,1,0,0,0,0,0,0,12,0,0,human,SenatorLeahy,242836537
10687,0,0,19257,291,300,1,25918,0,7.849,3302,0,0,0,23,3,0,0,0,0,11,0,0,human,iamlitecoin,348464700
21029,0,0,1205,90,272,0,839,0,0.276,3037,0,1,0,143,26,0,0,0,3,11,0,1,human,debb_morris,562970647
8191,0,0,13,23,0,0,93,0,0.032,2907,0,1,0,27,3,0,0,0,0,15,1,0,human,sarahvigneault1,799334743
27805,1,0,150,13,64,0,28,0,0.012,2420,0,1,0,40,5,0,0,1,0,9,0,0,bot,weilinwen,2273769613
27180,0,0,4865,1241,882,1,49409,0,17.216,2870,0,1,0,117,25,0,0,2,0,11,0,0,human,AlexaaTapia,870508495
9609,1,0,18,194,205,0,2100,0,1.029,2040,1,0,1,0,0,0,0,0,0,12,0,0,bot,mirandamossi,2982479962
1227,1,0,1234,7,0,0,1235,0,0.844,1463,0,1,0,18,2,0,0,0,0,13,1,0,bot,davydovalvin1,765660812438605824
7989,1,0,156,0,0,0,29,0,0.008,3789,0,1,0,38,5,0,0,3,0,7,0,0,bot,jhlckrt,129555412
26635,0,0,13743,1784,2398,1,7898,1,2.357,3351,0,0,0,123,24,0,0,0,1,13,4,0,human,clshields1980,318691466
36094,0,0,2920,21714,365,0,4526,0,1.468,3084,0,0,0,69,13,0,0,0,0,15,1,0,human,Matthew7Stephen,519821847
8134,1,1,0,2,0,0,643,0,0.365,1764,1,1,1,0,0,0,0,0,0,9,3,0,bot,hulkon777,3967868833
19525,0,0,957,22,59,1,1503,0,0.36,4174,0,0,0,8,2,0,0,0,1,10,0,0,bot,klhunterny,24516004
25317,0,0,3372,165,215,1,2334,0,0.779,2998,0,1,0,2,1,0,0,0,0,10,0,0,human,EmmaSellen,598652078
31826,0,0,7693,865186,1308,0,46771,1,11.081,4221,0,0,0,43,8,0,0,0,0,4,0,0,human,good,19621110
3731,0,0,2420,5104,1877,0,414,1,0.098,4243,0,0,0,80,8,1,0,0,0,8,0,1,human,rh_brown,18638557
11550,0,0,1107,12092,41,1,12442,0,2.587,4810,0,0,0,38,6,0,0,0,1,7,0,0,human,simurai,6896972
4016,1,0,1392,918,0,0,8637,0,2.092,4129,0,1,0,41,7,0,0,0,0,12,0,1,human,rugbyUNITED_,36466277
2002,0,0,448,327,329,1,4658,0,1.36,3425,0,0,0,61,8,0,0,2,2,13,0,0,human,kaptaynprince,276837866
21062,1,0,1128,4,71,0,1644,0,0.48,3426,1,1,1,0,0,0,0,0,0,13,0,0,bot,CyberkillerNa,276185270
31760,0,0,2205,58,294,1,3454,0,0.941,3671,0,0,0,107,19,0,0,0,0,12,0,1,bot,_paneertikka,173237108
6750,1,0,169,2,0,0,347,0,0.24,1445,0,1,0,152,25,0,0,0,0,15,5,0,human,laruecaleb10541,772103531427930113
13157,0,0,28094,3041,697,0,3538,0,1.621,2183,0,0,0,100,10,1,0,1,0,13,0,1,human,shepard_blake,2773314181
27688,0,0,32534,416,165,1,28754,0,30.331,948,0,0,0,92,18,0,1,3,0,13,0,0,human,wizardshinwon,952286470357778432
7982,1,0,1332,12,31,0,1329,0,0.919,1446,0,1,0,123,18,0,0,0,1,15,1,0,bot,tatiyapotapova2,771900966639538176
29475,0,0,0,328137,0,0,9706,0,2.558,3794,1,1,1,0,0,0,0,0,0,13,0,0,human,tadanoriyokoo,128132217
16110,0,0,581,10805964,357,1,14515,1,3.486,4164,0,0,0,40,7,0,0,0,0,14,0,0,human,serenawilliams,26589987
14975,0,0,3139,140,1662,0,2160,0,0.616,3506,0,0,0,110,17,0,0,0,0,15,3,0,human,annelizabeth918,237345925
36197,1,0,1320,11,279,1,2011,0,0.752,2674,1,1,1,0,0,0,0,0,0,12,0,1,bot,ciriniti_wwe,1375460490
25794,0,0,180,32,55,0,47,0,0.012,3992,0,0,0,64,11,0,0,0,0,15,0,0,human,calethiadeconto,74105233
7759,1,0,4730,138,328,1,2872,0,0.875,3281,0,0,0,98,18,0,0,0,0,12,0,0,human,bloodfireink,362075658
10208,0,0,1531,159,0,1,2759,0,0.903,3054,1,1,1,0,0,0,0,0,0,11,2,0,human,rcardenas97,548739598
